	V0=0.175			
7.85536	1.18758E-05	0.6923233	0.692335175	
8.06344	1.19853E-05	0.692998311	0.693010296	
8.27424	1.2098E-05	0.693530484	0.693542582	
8.48776	1.2214E-05	0.693802669	0.693814883	
8.704	1.23335E-05	0.694559813	0.694572146	
8.92296	1.24565E-05	0.694651617	0.694664074	
9.14464	1.25832E-05	0.69483528	0.694847863	
9.36904	1.27138E-05	0.695165536	0.69517825	
9.59616	1.28482E-05	0.69493131	0.694944158	
9.826	1.29869E-05	0.695068457	0.695081444	
10.05856	1.31297E-05	0.694735342	0.694748472	
10.29384	1.32769E-05	0.69430802	0.694321297	
10.53184	1.34288E-05	0.694058413	0.694071842	
10.77256	1.35852E-05	0.693586155	0.69359974	
11.016	1.37467E-05	0.693185212	0.693198958	
11.26216	1.39133E-05	0.692579	0.692592914	
11.51104	1.40851E-05	0.692049987	0.692064072	
11.76264	1.42625E-05	0.691515368	0.691529631	
12.01696	1.44456E-05	0.691679937	0.691694382	
12.274	1.46346E-05	0.69070943	0.690724065	
12.53376	1.48299E-05	0.691979535	0.691994365	
12.79624	1.50316E-05	0.691437864	0.691452895	
13.06144	1.524E-05	0.692164874	0.692180114	
13.32936	1.54554E-05	0.693004066	0.693019522	
13.6	1.56781E-05	0.694032304	0.694047982	
13.87336	1.59085E-05	0.69606426	0.696080168	
14.14944	1.61467E-05	0.697775835	0.697791981	
14.42824	1.63933E-05	0.70030484	0.700321234	
14.70976	1.66485E-05	0.702771508	0.702788157	
14.994	1.69127E-05	0.704252156	0.704269068	
15.28096	1.71865E-05	0.707487717	0.707504904	
15.57064	1.747E-05	0.710179049	0.710196519	
15.86304	1.7764E-05	0.713023997	0.713041761	
16.15816	1.80689E-05	0.716534194	0.716552263	
16.456	1.8385E-05	0.717786618	0.717805003	
16.75656	1.87129E-05	0.718482001	0.718500713	
17.05984	1.90533E-05	0.719800458	0.719819511	
17.36584	1.94069E-05	0.720174725	0.720194132	
17.67456	1.97743E-05	0.720604813	0.720624587	
17.986	2.01561E-05	0.718985804	0.71900596	
18.30016	2.05529E-05	0.717105685	0.717126238	
18.61704	2.09654E-05	0.714152388	0.714173354	
18.93664	2.13947E-05	0.707670726	0.707692121	
19.25896	2.18415E-05	0.702015292	0.702037133	
19.584	2.23069E-05	0.695523461	0.695545768	
19.91176	2.27921E-05	0.685699631	0.685722423	
20.24224	2.32983E-05	0.674947106	0.674970404	
20.57544	2.38267E-05	0.66501598	0.665039807	
20.91136	2.43793E-05	0.655542316	0.655566695	
21.25	2.49583E-05	0.646112935	0.646137893	
21.59136	2.55654E-05	0.633079044	0.633104609	
21.93544	2.62035E-05	0.625107313	0.625133517	
22.28224	2.68752E-05	0.613668592	0.613695467	
22.63176	2.75818E-05	0.609149893	0.609177475	
22.984	2.83238E-05	0.601800266	0.60182859	
23.33896	2.90977E-05	0.600697157	0.600726255	
23.69664	2.98952E-05	0.601158509	0.601188404	
24.05704	3.07E-05	0.600001493	0.600032193	
24.42016	3.14847E-05	0.607660262	0.607691747	
24.786	3.22107E-05	0.619799114	0.619831325	
25.15456	3.28286E-05	0.63284096	0.632873789	
25.52584	3.32844E-05	0.649197702	0.649230986	
25.89984	3.35362E-05	0.667107201	0.667140737	
26.27656	3.35839E-05	0.69008246	0.690116044	
26.656	3.35165E-05	0.718814998	0.718848514	
27.03816	3.35799E-05	0.738537606	0.738571186	
27.42304	3.42651E-05	0.763207791	0.763242056	
27.81064	3.64088E-05	0.786900953	0.786937362	
28.20096	4.12871E-05	0.798927247	0.798968534	
28.594	5.0686E-05	0.810851962	0.810902648	
28.98976	6.69026E-05	0.831248258	0.831315161	
29.38824	9.2668E-05	0.827934872	0.82802754	
29.78944	0.000130982	0.824646379	0.824777361	
30.19336	0.00018493	0.812300366	0.812485296	
30.6	0.000257653	0.786723345	0.786980999	
31.00936	0.000352814	0.748527054	0.748879869	
31.42144	0.000476109	0.702894003	0.703370112	
31.83624	0.000638607	0.651310078	0.651948685	
32.25376	0.000862908	0.594167484	0.595030392	
32.674	0.001193119	0.532318806	0.533511925	
33.09696	0.001709524	0.473285445	0.474994969	
33.52264	0.002548137	0.413401293	0.415949431	
33.95104	0.003924306	0.355773353	0.359697659	
34.38216	0.00615791	0.300536985	0.306694896	
34.816	0.009695705	0.250436131	0.260131837	
35.25256	0.015124388	0.204876958	0.220001347	
35.69184	0.023166294	0.164306684	0.187472977	
36.13384	0.03464936	0.128927826	0.163577186	
36.57856	0.050444397	0.101065668	0.151510065	
37.026	0.071366502	0.078295099	0.149661601	
37.47616	0.098044021	0.060408214	0.158452235	
37.92904	0.130766339	0.046821651	0.17758799	
38.38464	0.169330904	0.036712667	0.206043571	
38.84296	0.212916435	0.029177572	0.242094007	
39.304	0.260013802	0.021244905	0.281258707	
39.76776	0.308441099	0.013002866	0.321443965	
40.23424	0.355462557	0.00668083	0.362143387	
40.70344	0.398011518	0.002875903	0.400887421	
41.17536	0.432999617	0.001037475	0.434037091	
41.65	0.457672951	0.000311546	0.457984497	
42.12736	0.46996057	0	0.46996057	
42.60744	0.468757412	0	0.468757412	
43.09024	0.454086746	0	0.454086746	
43.57576	0.427111805	0	0.427111805	
44.064	0.389989211	0	0.389989211	
44.55496	0.345588919	0	0.345588919	
45.04864	0.297130377	0	0.297130377	
45.54504	0.247798694	0	0.247798694	
46.04416	0.200404086	0	0.200404086	
46.546	0.15713488	0	0.15713488	
47.05056	0.119431423	0	0.119431423	
47.55784	0.087981511	0	0.087981511	
48.06784	0.06281598	0	0.06281598	
48.58056	0.043468412	0	0.043468412	
49.096	0.029158742	0	0.029158742	
49.61416	0.018966196	0	0.018966196	
50.13504	0.011967742	0	0.011967742	
50.65864	0.007331473	0	0.007331473	
51.18496	0.004365835	0	0.004365835	
51.714	0.002533024	0	0.002533024	
52.24576	0.001438259	0	0.001438259	
52.78024	0.000806266	0	0.000806266	
53.31744	0.000453844	0	0.000453844	
53.85736	0.000264196	0	0.000264196	
54.4	0.000165802	0	0.000165802	
54.94536	0.000116531	0	0.000116531	
55.49344	9.25138E-05	0	9.25138E-05	
56.04424	8.07703E-05	0	8.07703E-05	
56.59776	7.45629E-05	0	7.45629E-05	
57.154	7.0589E-05	0	7.0589E-05	
57.71296	6.73534E-05	0	6.73534E-05	
58.27464	6.42611E-05	0	6.42611E-05	
58.83904	6.11344E-05	0	6.11344E-05	
59.40616	5.7968E-05	0	5.7968E-05	
59.976	5.48126E-05	0	5.48126E-05	
60.54856	5.17257E-05	0	5.17257E-05	
61.12384	4.87526E-05	0	4.87526E-05	
61.70184	4.5923E-05	0	4.5923E-05	
62.28256	4.32535E-05	0	4.32535E-05	
62.866	4.075E-05	0	4.075E-05	
63.45216	3.84115E-05	0	3.84115E-05	
64.04104	3.62324E-05	0	3.62324E-05	
64.63264	3.42047E-05	0	3.42047E-05	
65.22696	3.23189E-05	0	3.23189E-05	
65.824	3.05654E-05	0	3.05654E-05	
66.42376	2.89343E-05	0	2.89343E-05	
67.02624	2.7416E-05	0	2.7416E-05	
67.63144	2.60019E-05	0	2.60019E-05	
68.23936	2.46836E-05	0	2.46836E-05	
68.85	2.34533E-05	0	2.34533E-05	
69.46336	2.23042E-05	0	2.23042E-05	
70.07944	2.12297E-05	0	2.12297E-05	
70.69824	2.02239E-05	0	2.02239E-05	
71.31976	1.92816E-05	0	1.92816E-05	
71.944	1.83976E-05	0	1.83976E-05	
72.57096	1.75677E-05	0	1.75677E-05	
73.20064	1.67877E-05	0	1.67877E-05	
73.83304	1.60539E-05	0	1.60539E-05	
74.46816	1.53628E-05	0	1.53628E-05	
75.106	1.47115E-05	0	1.47115E-05	
75.74656	1.40969E-05	0	1.40969E-05	
76.38984	1.35167E-05	0	1.35167E-05	
77.03584	1.29682E-05	0	1.29682E-05	
77.68456	1.24493E-05	0	1.24493E-05	
78.336	1.19581E-05	0	1.19581E-05	
78.99016	1.14927E-05	0	1.14927E-05	
79.64704	1.10514E-05	0	1.10514E-05	
80.30664	1.06325E-05	0	1.06325E-05	
80.96896	1.02348E-05	0	1.02348E-05	
81.634	9.85671E-06	0	9.85671E-06	
82.30176	9.49707E-06	0	9.49707E-06	
82.97224	9.15484E-06	0	9.15484E-06	
83.64544	8.82885E-06	0	8.82885E-06	
84.32136	8.51815E-06	0	8.51815E-06	
85	8.2219E-06	0	8.2219E-06	
85.68136	7.93914E-06	0	7.93914E-06	
86.36544	7.66911E-06	0	7.66911E-06	
87.05224	7.41111E-06	0	7.41111E-06	
87.74176	7.16443E-06	0	7.16443E-06	
88.434	6.92849E-06	0	6.92849E-06	
89.12896	6.70265E-06	0	6.70265E-06	
89.82664	6.48635E-06	0	6.48635E-06	
90.52704	6.27907E-06	0	6.27907E-06	
91.23016	6.08035E-06	0	6.08035E-06	
91.936	5.88969E-06	0	5.88969E-06	
92.64456	5.70671E-06	0	5.70671E-06	
93.35584	5.53102E-06	0	5.53102E-06	
94.06984	5.36224E-06	0	5.36224E-06	
94.78656	5.20004E-06	0	5.20004E-06	
95.506	5.04399E-06	0	5.04399E-06	
96.22816	4.89388E-06	0	4.89388E-06	
96.95304	4.7494E-06	0	4.7494E-06	
97.68064	4.61023E-06	0	4.61023E-06	
98.41096	4.47618E-06	0	4.47618E-06	
99.144	4.34698E-06	0	4.34698E-06	
99.87976	4.22239E-06	0	4.22239E-06	
100.61824	4.10215E-06	0	4.10215E-06	
101.35944	3.98614E-06	0	3.98614E-06	
102.10336	3.87415E-06	0	3.87415E-06	
102.85	3.76593E-06	0	3.76593E-06	
103.59936	3.66136E-06	0	3.66136E-06	
104.35144	3.56031E-06	0	3.56031E-06	
105.10624	3.46252E-06	0	3.46252E-06	
105.86376	3.36792E-06	0	3.36792E-06	
106.624	3.2764E-06	0	3.2764E-06	
107.38696	3.18776E-06	0	3.18776E-06	
108.15264	3.10193E-06	0	3.10193E-06	
108.92104	3.01872E-06	0	3.01872E-06	
109.69216	2.93807E-06	0	2.93807E-06	
110.466	2.85991E-06	0	2.85991E-06	
111.24256	2.78406E-06	0	2.78406E-06	
112.02184	2.71044E-06	0	2.71044E-06	
112.80384	2.63894E-06	0	2.63894E-06	
113.58856	2.56955E-06	0	2.56955E-06	
114.376	2.50214E-06	0	2.50214E-06	
0	8.82119E-06	0.66582097	0.665829791	
0.00136	8.82293E-06	0.709031378	0.709040201	
0.00544	8.82557E-06	0.709068912	0.709077738	
0.01224	8.82898E-06	0.709135592	0.709144421	
0.02176	8.83322E-06	0.709232846	0.709241679	
0.034	8.83837E-06	0.709307565	0.709316403	
0.04896	8.84429E-06	0.709333377	0.709342222	
0.06664	8.85111E-06	0.709388098	0.709396949	
0.08704	8.85871E-06	0.709491434	0.709500293	
0.11016	8.86726E-06	0.709477603	0.70948647	
0.136	8.87659E-06	0.709357116	0.709365993	
0.16456	8.88683E-06	0.709298809	0.709307696	
0.19584	8.89796E-06	0.709399377	0.709408275	
0.22984	8.90993E-06	0.709436494	0.709445404	
0.26656	8.92273E-06	0.709123939	0.709132862	
0.306	8.9365E-06	0.708966325	0.708975261	
0.34816	8.95117E-06	0.708731466	0.708740417	
0.39304	8.96668E-06	0.70916952	0.709178487	
0.44064	8.98315E-06	0.709484184	0.709493167	
0.49096	9.00053E-06	0.70917923	0.709188231	
0.544	9.01887E-06	0.708998256	0.709007275	
0.59976	9.03817E-06	0.708733225	0.708742264	
0.65824	9.05838E-06	0.709201677	0.709210735	
0.71944	9.07955E-06	0.710209289	0.710218369	
0.78336	9.10175E-06	0.710613895	0.710622996	
0.85	9.12491E-06	0.710854685	0.71086381	
0.91936	9.14904E-06	0.709828126	0.709837275	
0.99144	9.17426E-06	0.709228662	0.709237836	
1.06624	9.20045E-06	0.709020571	0.709029771	
1.14376	9.22774E-06	0.70850366	0.708512888	
1.224	9.25611E-06	0.709382987	0.709392243	
1.30696	9.28552E-06	0.709673975	0.709683261	
1.39264	9.31602E-06	0.710697663	0.710706979	
1.48104	9.34768E-06	0.711762817	0.711772165	
1.57216	9.3805E-06	0.712763974	0.712773355	
1.666	9.41441E-06	0.717592313	0.717601727	
1.76256	9.44954E-06	0.718222959	0.718232408	
1.86184	9.48584E-06	0.72049594	0.720505426	
1.96384	9.52341E-06	0.720898914	0.720908437	
2.06856	9.56215E-06	0.721050398	0.72105996	
2.176	9.60224E-06	0.72242607	0.722435672	
2.28616	9.64355E-06	0.720944326	0.72095397	
2.39904	9.68621E-06	0.722037684	0.72204737	
2.51464	9.73023E-06	0.721622894	0.721632624	
2.63296	9.77566E-06	0.721039868	0.721049643	
2.754	9.82244E-06	0.721436607	0.721446429	
2.87776	9.87063E-06	0.721416489	0.721426359	
3.00424	9.92037E-06	0.720367871	0.720377791	
3.13344	9.97159E-06	0.721417591	0.721427563	
3.26536	1.00244E-05	0.720486913	0.720496937	
3.4	1.00787E-05	0.718584613	0.718594692	
3.53736	1.01346E-05	0.718637848	0.718647982	
3.67744	1.01922E-05	0.720069297	0.720079489	
3.82024	1.02514E-05	0.720004205	0.720014456	
3.96576	1.03124E-05	0.718889788	0.718900101	
4.114	1.03752E-05	0.717418618	0.717428993	
4.26496	1.04399E-05	0.718075571	0.718086011	
4.41864	1.05064E-05	0.718346184	0.718356691	
4.57504	1.05748E-05	0.719325681	0.719336256	
4.73416	1.06452E-05	0.719789475	0.71980012	
4.896	1.07176E-05	0.718254215	0.718264932	
5.06056	1.07921E-05	0.716897609	0.716908401	
5.22784	1.08688E-05	0.716939022	0.716949891	
5.39784	1.09476E-05	0.717833412	0.717844359	
5.57056	1.10288E-05	0.71887739	0.718888419	
5.746	1.11122E-05	0.719036381	0.719047493	
5.92416	1.11981E-05	0.719325079	0.719336277	
6.10504	1.12863E-05	0.719453548	0.719464835	
6.28864	1.13773E-05	0.71924121	0.719252587	
6.47496	1.14708E-05	0.719630082	0.719641553	
6.664	1.1567E-05	0.720134842	0.720146409	
6.85576	1.1666E-05	0.720367179	0.720378845	
7.05024	1.17679E-05	0.720392476	0.720404244	
7.24744	1.18727E-05	0.721094125	0.721105997	
7.44736	1.19807E-05	0.721291403	0.721303384	
7.65	1.20918E-05	0.72101196	0.721024052	
7.85536	1.22061E-05	0.721278985	0.721291191	
8.06344	1.23239E-05	0.72122485	0.721237174	
8.27424	1.24452E-05	0.721085591	0.721098036	
8.48776	1.25701E-05	0.720544121	0.720556691	
8.704	1.26988E-05	0.720633093	0.720645791	
8.92296	1.28313E-05	0.719777809	0.719790641	
9.14464	1.29679E-05	0.718871212	0.71888418	
9.36904	1.31086E-05	0.718387455	0.718400563	
9.59616	1.32536E-05	0.717199556	0.71721281	
9.826	1.34031E-05	0.716400577	0.71641398	
10.05856	1.35572E-05	0.715232008	0.715245566	
10.29384	1.37162E-05	0.714024392	0.714038109	
10.53184	1.38802E-05	0.713063171	0.713077052	
10.77256	1.40493E-05	0.711961173	0.711975223	
11.016	1.42239E-05	0.711001358	0.711015582	
11.26216	1.4404E-05	0.710037324	0.710051728	
11.51104	1.459E-05	0.70917826	0.70919285	
11.76264	1.47821E-05	0.708565847	0.708580629	
12.01696	1.49805E-05	0.708707387	0.708722367	
12.274	1.51854E-05	0.707557878	0.707573063	
12.53376	1.53972E-05	0.709589845	0.709605242	
12.79624	1.56161E-05	0.709279254	0.70929487	
13.06144	1.58424E-05	0.710326643	0.710342486	
13.32936	1.60764E-05	0.712015604	0.71203168	
13.6	1.63187E-05	0.713715058	0.713731377	
13.87336	1.65693E-05	0.716384434	0.716401004	
14.14944	1.68287E-05	0.718954142	0.71897097	
14.42824	1.70974E-05	0.721928038	0.721945135	
14.70976	1.73757E-05	0.724665203	0.724682579	
14.994	1.76641E-05	0.72606661	0.726084274	
15.28096	1.7963E-05	0.729284649	0.729302612	
15.57064	1.82731E-05	0.731092741	0.731111014	
15.86304	1.85947E-05	0.733227924	0.733246518	
16.15816	1.89284E-05	0.73616161	0.736180538	
16.456	1.92746E-05	0.735418927	0.735438201	
16.75656	1.96343E-05	0.733642063	0.733661697	
17.05984	2.00081E-05	0.73278913	0.732809138	
17.36584	2.03966E-05	0.730530117	0.730550514	
17.67456	2.08006E-05	0.728139981	0.728160782	
17.986	2.12209E-05	0.722320259	0.72234148	
18.30016	2.16581E-05	0.717513194	0.717534852	
18.61704	2.21133E-05	0.710641417	0.71066353	
18.93664	2.25877E-05	0.700244075	0.700266663	
19.25896	2.30824E-05	0.690990887	0.69101397	
19.584	2.35986E-05	0.681234975	0.681258574	
19.91176	2.41375E-05	0.668300157	0.668324295	
20.24224	2.4701E-05	0.655082018	0.655106719	
20.57544	2.529E-05	0.642807579	0.642832869	
20.91136	2.59063E-05	0.633215806	0.633241712	
21.25	2.65513E-05	0.623595508	0.623622059	
21.59136	2.72251E-05	0.610970998	0.610998223	
21.93544	2.79279E-05	0.604912548	0.604940476	
22.28224	2.86575E-05	0.596194054	0.596222711	
22.63176	2.94092E-05	0.594855555	0.594884964	
22.984	3.01754E-05	0.593226835	0.59325701	
23.33896	3.09435E-05	0.598012996	0.59804394	
23.69664	3.16974E-05	0.605147177	0.605178874	
24.05704	3.24186E-05	0.610243348	0.610275766	
24.42016	3.30895E-05	0.626135698	0.626168788	
24.786	3.37029E-05	0.646514136	0.646547839	
25.15456	3.4277E-05	0.666450042	0.666484319	
25.52584	3.48769E-05	0.68861328	0.688648157	
25.89984	3.56477E-05	0.71176753	0.711803177	
26.27656	3.68553E-05	0.738268319	0.738305175	
26.656	3.89326E-05	0.768584547	0.768623479	
27.03816	4.25265E-05	0.787965392	0.788007918	
27.42304	4.85268E-05	0.809248544	0.809297071	
27.81064	5.80684E-05	0.826513954	0.826572022	
28.20096	7.24827E-05	0.8282504	0.828322882	
28.594	9.31977E-05	0.830103646	0.830196844	
28.98976	0.000121587	0.838984848	0.839106435	
29.38824	0.000158853	0.821656803	0.821815655	
29.78944	0.000206058	0.802193779	0.802399838	
30.19336	0.000264605	0.772773908	0.773038513	
30.6	0.00033755	0.731353324	0.731690875	
31.00936	0.000432373	0.678875749	0.679308121	
31.42144	0.000565951	0.621089011	0.621654962	
31.83624	0.000772592	0.559087943	0.559860535	
32.25376	0.001115881	0.495191764	0.496307645	
32.674	0.001704783	0.429965998	0.431670781	
33.09696	0.002713716	0.369758066	0.372471782	
33.52264	0.004405208	0.31209472	0.316499928	
33.95104	0.007152213	0.258935196	0.266087409	
34.38216	0.011455425	0.210793343	0.222248768	
34.816	0.017949213	0.169496014	0.187445227	
35.25256	0.027388781	0.133698767	0.161087548	
35.69184	0.040611036	0.103650611	0.144261647	
36.13384	0.058463668	0.078869186	0.137332854	
36.57856	0.081700797	0.060358308	0.142059105	
37.026	0.110849654	0.046113702	0.156963356	
37.47616	0.146060827	0.035538722	0.18159955	
37.92904	0.186962204	0.027948842	0.214911046	
38.38464	0.232543834	0.02258129	0.255125124	
38.84296	0.281102695	0.016979529	0.298082223	
39.304	0.330275123	0.010736347	0.34101147	
39.76776	0.377171851	0.005728047	0.382899898	
40.23424	0.418618276	0.002561029	0.421179305	
40.70344	0.451478311	0.000951585	0.452429896	
41.17536	0.473022988	0.000292845	0.473315834	
41.65	0.481287748	0	0.481287748	
42.12736	0.47535651	0	0.47535651	
42.60744	0.4555193	0	0.4555193	
43.09024	0.423265692	0	0.423265692	
43.57576	0.3811108	0	0.3811108	
44.064	0.332278091	0	0.332278091	
44.55496	0.280293537	0	0.280293537	
45.04864	0.228561921	0	0.228561921	
45.54504	0.179996992	0	0.179996992	
46.04416	0.136761995	0	0.136761995	
46.546	0.100151345	0	0.100151345	
47.05056	0.070613483	0	0.070613483	
47.55784	0.047887328	0	0.047887328	
48.06784	0.031207748	0	0.031207748	
48.58056	0.019530497	0	0.019530497	
49.096	0.011734094	0	0.011734094	
49.61416	0.006771311	0	0.006771311	
50.13504	0.003760044	0	0.003760044	
50.65864	0.002018331	0	0.002018331	
51.18496	0.001057715	0	0.001057715	
51.714	0.000552176	0	0.000552176	
52.24576	0.000298092	0	0.000298092	
52.78024	0.000175994	0	0.000175994	
53.31744	0.000119765	0	0.000119765	
53.85736	9.47253E-05	0	9.47253E-05	
54.4	8.35613E-05	0	8.35613E-05	
54.94536	7.80442E-05	0	7.80442E-05	
55.49344	7.44851E-05	0	7.44851E-05	
56.04424	7.13746E-05	0	7.13746E-05	
56.59776	6.8201E-05	0	6.8201E-05	
57.154	6.48743E-05	0	6.48743E-05	
57.71296	6.14543E-05	0	6.14543E-05	
58.27464	5.80321E-05	0	5.80321E-05	
58.83904	5.46864E-05	0	5.46864E-05	
59.40616	5.14719E-05	0	5.14719E-05	
59.976	4.84214E-05	0	4.84214E-05	
60.54856	4.55513E-05	0	4.55513E-05	
61.12384	4.28664E-05	0	4.28664E-05	
61.70184	4.03639E-05	0	4.03639E-05	
62.28256	3.80365E-05	0	3.80365E-05	
62.866	3.58743E-05	0	3.58743E-05	
63.45216	3.38666E-05	0	3.38666E-05	
64.04104	3.20021E-05	0	3.20021E-05	
64.63264	3.027E-05	0	3.027E-05	
65.22696	2.86597E-05	0	2.86597E-05	
65.824	2.71615E-05	0	2.71615E-05	
66.42376	2.57662E-05	0	2.57662E-05	
67.02624	2.44656E-05	0	2.44656E-05	
67.63144	2.32518E-05	0	2.32518E-05	
68.23936	2.21179E-05	0	2.21179E-05	
68.85	2.10576E-05	0	2.10576E-05	
69.46336	2.00649E-05	0	2.00649E-05	
70.07944	1.91345E-05	0	1.91345E-05	
70.69824	1.82618E-05	0	1.82618E-05	
71.31976	1.74421E-05	0	1.74421E-05	
71.944	1.66716E-05	0	1.66716E-05	
72.57096	1.59465E-05	0	1.59465E-05	
73.20064	1.52636E-05	0	1.52636E-05	
73.83304	1.46197E-05	0	1.46197E-05	
74.46816	1.40121E-05	0	1.40121E-05	
75.106	1.34382E-05	0	1.34382E-05	
75.74656	1.28957E-05	0	1.28957E-05	
76.38984	1.23823E-05	0	1.23823E-05	
77.03584	1.18962E-05	0	1.18962E-05	
77.68456	1.14356E-05	0	1.14356E-05	
78.336	1.09986E-05	0	1.09986E-05	
78.99016	1.05839E-05	0	1.05839E-05	
79.64704	1.01899E-05	0	1.01899E-05	
80.30664	9.81542E-06	0	9.81542E-06	
80.96896	9.45913E-06	0	9.45913E-06	
81.634	9.11996E-06	0	9.11996E-06	
82.30176	8.79687E-06	0	8.79687E-06	
82.97224	8.4889E-06	0	8.4889E-06	
83.64544	8.19516E-06	0	8.19516E-06	
84.32136	7.91473E-06	0	7.91473E-06	
85	7.64698E-06	0	7.64698E-06	
85.68136	7.39107E-06	0	7.39107E-06	
86.36544	7.14636E-06	0	7.14636E-06	
87.05224	6.91226E-06	0	6.91226E-06	
87.74176	6.68814E-06	0	6.68814E-06	
88.434	6.47348E-06	0	6.47348E-06	
89.12896	6.26776E-06	0	6.26776E-06	
89.82664	6.07047E-06	0	6.07047E-06	
90.52704	5.88122E-06	0	5.88122E-06	
91.23016	5.69957E-06	0	5.69957E-06	
91.936	5.52512E-06	0	5.52512E-06	
92.64456	5.3575E-06	0	5.3575E-06	
93.35584	5.19637E-06	0	5.19637E-06	
94.06984	5.04136E-06	0	5.04136E-06	
94.78656	4.89227E-06	0	4.89227E-06	
95.506	4.74871E-06	0	4.74871E-06	
96.22816	4.61049E-06	0	4.61049E-06	
96.95304	4.47729E-06	0	4.47729E-06	
97.68064	4.34885E-06	0	4.34885E-06	
98.41096	4.22505E-06	0	4.22505E-06	
99.144	4.10562E-06	0	4.10562E-06	
99.87976	3.99031E-06	0	3.99031E-06	
100.61824	3.87893E-06	0	3.87893E-06	
101.35944	3.7714E-06	0	3.7714E-06	
102.10336	3.66748E-06	0	3.66748E-06	
102.85	3.56697E-06	0	3.56697E-06	
103.59936	3.4698E-06	0	3.4698E-06	
104.35144	3.37579E-06	0	3.37579E-06	
105.10624	3.28481E-06	0	3.28481E-06	
105.86376	3.19671E-06	0	3.19671E-06	
106.624	3.11133E-06	0	3.11133E-06	
107.38696	3.02864E-06	0	3.02864E-06	
108.15264	2.94846E-06	0	2.94846E-06	
108.92104	2.87073E-06	0	2.87073E-06	
109.69216	2.79532E-06	0	2.79532E-06	
110.466	2.72209E-06	0	2.72209E-06	
111.24256	2.65105E-06	0	2.65105E-06	
112.02184	2.58207E-06	0	2.58207E-06	
112.80384	2.51502E-06	0	2.51502E-06	
113.58856	2.4499E-06	0	2.4499E-06	
114.376	2.38658E-06	0	2.38658E-06	
0	8.85776E-06	0.711869717	0.711878575	
0.00136	8.8615E-06	0.746659162	0.746668023	
0.00544	8.86603E-06	0.746466111	0.746474977	
0.01224	8.87139E-06	0.746302261	0.746311132	
0.02176	8.87766E-06	0.746180675	0.746189553	
0.034	8.88477E-06	0.746031803	0.746040687	
0.04896	8.89271E-06	0.745804441	0.745813334	
0.06664	8.9015E-06	0.745604838	0.745613739	
0.08704	8.91113E-06	0.745464236	0.745473148	
0.11016	8.92166E-06	0.745214664	0.745223586	
0.136	8.9331E-06	0.74483381	0.744842743	
0.16456	8.94537E-06	0.744467381	0.744476327	
0.19584	8.95855E-06	0.744264022	0.74427298	
0.22984	8.97264E-06	0.744045742	0.744054715	
0.26656	8.98763E-06	0.743443542	0.74345253	
0.306	9.00353E-06	0.742973584	0.742982588	
0.34816	9.02033E-06	0.742248996	0.742258017	
0.39304	9.03803E-06	0.742313067	0.742322105	
0.44064	9.0567E-06	0.742320356	0.742329413	
0.49096	9.07635E-06	0.741728368	0.741737445	
0.544	9.09696E-06	0.741234619	0.741243716	
0.59976	9.11847E-06	0.740526545	0.740535664	
0.65824	9.14102E-06	0.740781601	0.740790742	
0.71944	9.16461E-06	0.741663957	0.741673122	
0.78336	9.18916E-06	0.742042325	0.742051514	
0.85	9.21475E-06	0.742125455	0.742134669	
0.91936	9.24137E-06	0.741098807	0.741108049	
0.99144	9.26909E-06	0.740306812	0.740316081	
1.06624	9.29784E-06	0.739964342	0.73997364	
1.14376	9.32769E-06	0.739494204	0.739503532	
1.224	9.35864E-06	0.740150708	0.740160066	
1.30696	9.39076E-06	0.740419958	0.740429349	
1.39264	9.42397E-06	0.741301469	0.741310893	
1.48104	9.45841E-06	0.742360798	0.742370257	
1.57216	9.49401E-06	0.742567677	0.742577171	
1.666	9.53084E-06	0.74727767	0.747287201	
1.76256	9.56883E-06	0.74756775	0.747577319	
1.86184	9.60818E-06	0.748965462	0.74897507	
1.96384	9.64876E-06	0.749069414	0.749079063	
2.06856	9.69063E-06	0.748982387	0.748992077	
2.176	9.73386E-06	0.750606817	0.750616551	
2.28616	9.77844E-06	0.748494859	0.748504638	
2.39904	9.82438E-06	0.749522849	0.749532673	
2.51464	9.87175E-06	0.74931942	0.749329292	
2.63296	9.92059E-06	0.748136659	0.74814658	
2.754	9.97093E-06	0.748154063	0.748164034	
2.87776	1.00228E-05	0.747813162	0.747823184	
3.00424	1.00762E-05	0.74702757	0.747037647	
3.13344	1.01312E-05	0.747813194	0.747823325	
3.26536	1.01878E-05	0.746298249	0.746308437	
3.4	1.02461E-05	0.743895545	0.743905792	
3.53736	1.03061E-05	0.743888453	0.743898759	
3.67744	1.03679E-05	0.745652296	0.745662664	
3.82024	1.04314E-05	0.745517023	0.745527455	
3.96576	1.04968E-05	0.743972795	0.743983292	
4.114	1.05642E-05	0.741571033	0.741581597	
4.26496	1.06334E-05	0.741411588	0.741422221	
4.41864	1.07046E-05	0.741437956	0.741448661	
4.57504	1.0778E-05	0.742671113	0.742681891	
4.73416	1.08533E-05	0.743583594	0.743594448	
4.896	1.09309E-05	0.742033023	0.742043954	
5.06056	1.10107E-05	0.740274051	0.740285061	
5.22784	1.10928E-05	0.739736277	0.73974737	
5.39784	1.11773E-05	0.740190385	0.740201563	
5.57056	1.12642E-05	0.740949569	0.740960833	
5.746	1.13536E-05	0.740893627	0.74090498	
5.92416	1.14456E-05	0.741059271	0.741070717	
